type,name,brand,model,year,engine (l),run (km),price
Car,Toyota Fortuner,Toyota,Fortuner,2023,2.7,0,62118
Car,BMW 528,BMW,528,2015,2,242600,30800
Car,GWM Wingle,GWM,Wingle,2013,2,260000,12000
Car,Hyundai Elantra,Hyundai,Elantra,2018,1.6,137391,27300
Car,Kia Ceed,Kia,Ceed,2009,1.6,292366,11700
Car,Kia Cerato Koup,Kia,Cerato Koup,2014,2,203445,17900
Car,Kia Rio,Kia,Rio,2014,1.4,209024,18800
Car,Kia Rio,Kia,Rio,2012,1.4,233401,16800
Car,Kia Sorento,Kia,Sorento,2011,2,187455,26400
Car,Land Rover RR Sport,Land Rover,RR Sport,2006,4.2,236412,25500
Car,Mitsubishi L200,Mitsubishi,L200,2008,2.5,225000,27500
Car,Mitsubishi L200,Mitsubishi,L200,2007,2.5,456000,19500
Car,Opel Astra,Opel,Astra,2010,1.3,227800,15800
Car,Toyota Camry,Toyota,Camry,2024,2,0,66130
Car,Dodge Dart,Dodge,Dart,2014,1.4,185000,13800
Car,Hyundai Tucson,Hyundai,Tucson,2024,2,0,51200
Car,Jeep Grand Cherokee,Jeep,Grand Cherokee,2000,4,312000,16500
Car,LADA (VAZ) 2106,LADA (VAZ),2106,2004,1.6,75000,4900
Car,Nissan Latio,Nissan,Latio,2016,1.2,58000,17800
Car,Nissan Tiida,Nissan,Tiida,2012,1.5,170000,14300
Car,Toyota Camry,Toyota,Camry,2018,2.5,164000,45050
Car,Toyota Corolla,Toyota,Corolla,2017,1.6,199000,26000
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2013,2.7,285000,36380
Car,BMW 325,BMW,325,2003,2.5,267532,11200
Car,BMW 520,BMW,520,2018,2,151000,52870
Car,Chevrolet Cruze,Chevrolet,Cruze,2015,1.4,156988,14900
Car,Kia Cerato,Kia,Cerato,2019,2,114664,30500
Car,Kia Pride,Kia,Pride,2014,1.4,120000,17500
Car,Mercedes Axor 1840,Mercedes,Axor 1840,2009,12,845000,55000
Car,Mercedes E 350,Mercedes,E 350,2014,3.5,114769,33000
Car,Mercedes ML 280,Mercedes,ML 280,2008,3,265732,23400
Car,Mercedes S 350,Mercedes,S 350,2012,3.5,115000,45050
Car,Mercedes S 500 4MATIC,Mercedes,S 500 4MATIC,2021,3,28000,232050
Car,BMW 530,BMW,530,2017,2,105000,50150
Bike,CFMOTO 450 SR,CFMOTO,450 SR,2023,0.5,2300,10700
Car,Chery Amulet (A15),Chery,Amulet (A15),2008,1.6,125000,4000
Car,Dacia Dokker,Dacia,Dokker,2014,1.6,105103,15300
Truck,DAF 105 XF,DAF,105 XF,2011,13,950000,46500
Car,Ford Tourneo Custom,Ford,Tourneo Custom,2014,2.2,320000,25000
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2014,2,123300,34500
Car,Hyundai Sonata,Hyundai,Sonata,2013,2,157321,22500
Car,Jeep Grand Cherokee,Jeep,Grand Cherokee,2022,2,19700,100300
Car,Kia Optima,Kia,Optima,2013,2,259365,19300
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1985,1.5,84730,2600
Car,Land Rover Discovery,Land Rover,Discovery,2015,3,194693,48620
Car,Land Rover Range Rover,Land Rover,Range Rover,2022,3,7800,383350
Car,Mercedes C 250,Mercedes,C 250,2005,2.5,211000,13900
Car,Mercedes S 350,Mercedes,S 350,1994,3.5,386000,6000
Car,BMW 528,BMW,528,2015,2,94000,32700
Car,Dodge Charger,Dodge,Charger,2017,3.6,27000,63750
Car,FAW V5,FAW,V5,2012,1.5,220102,6250
Car,Hyundai Elantra,Hyundai,Elantra,2019,2,82000,26000
Car,Kia Forte,Kia,Forte,2018,2,71000,22700
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2008,1.6,145678,6200
Car,Land Rover Range Rover,Land Rover,Range Rover,2015,3,160000,100300
Car,Mercedes GLE 450 4MATIC,Mercedes,GLE 450 4MATIC,2024,3,0,219221.3
Car,Toyota Auris,Toyota,Auris,2008,1.4,264500,9800
Car,Toyota Corolla Cross,Toyota,Corolla Cross,2024,2,0,41310
Car,Kia Forte,Kia,Forte,2021,1.6,56000,37400
Car,Kia Optima,Kia,Optima,2015,2,148000,24800
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1982,1.6,18000,3000
Car,Land Rover Discovery,Land Rover,Discovery,2015,3,160000,49130
Car,Mercedes 190,Mercedes,190,1991,1.8,462000,7500
Car,Mercedes C 200,Mercedes,C 200,2018,2,94300,41480
Car,Mercedes E 200,Mercedes,E 200,2006,1.8,235000,19000
Car,Mercedes E 220 d,Mercedes,E 220 d,2007,2.2,340000,23500
Car,Mitsubishi Outlander,Mitsubishi,Outlander,2008,2.4,121000,18500
Car,Seres 7,Seres,7,2023,1.5,0,88400
Car,Seres Aito M5,Seres,Aito M5,2023,1.5,0,85000
Car,Seres Aito M9,Seres,Aito M9,2024,1.5,0,148580
Car,Toyota GT 86,Toyota,GT 86,2013,2,43000,45900
Car,Toyota Prius,Toyota,Prius,2005,1.5,300000,10400
Car,Chevrolet Cruze,Chevrolet,Cruze,2015,1.4,230000,15300
Truck,DAF 105 XF,DAF,105 XF,2011,12,1119000,38000
Car,Hyundai Accent,Hyundai,Accent,2008,1.4,217000,12300
Car,Hyundai Elantra,Hyundai,Elantra,2019,2,87000,26500
Car,Hyundai Sonata,Hyundai,Sonata,2015,2,111800,26800
Car,Hyundai Tucson,Hyundai,Tucson,2017,2,141397,28700
Car,Jeep Wrangler,Jeep,Wrangler,2021,2,55000,87890
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1991,1.6,180000,6100
Car,Land Rover Range Rover,Land Rover,Range Rover,2018,3,78000,143650
Car,Mercedes C 200,Mercedes,C 200,1998,2,320565,11300
Car,Mercedes C 220 d,Mercedes,C 220 d,2000,2.2,670000,10300
Car,Mercedes C 250,Mercedes,C 250,2014,1.8,172000,25300
Car,Opel Astra,Opel,Astra,2007,1.3,299000,9800
Car,Toyota Hilux,Toyota,Hilux,2019,2.4,139000,65790
Car,DongFeng Aeolus Shine GS,DongFeng,Aeolus Shine GS,2024,1.5,0,34900
Car,Ford Mondeo,Ford,Mondeo,2006,2,295000,9500
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2012,1.6,350000,9500
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2015,1.7,111000,12800
Car,Mercedes C 180,Mercedes,C 180,2005,1.8,230111,14100
Car,Mercedes E 270,Mercedes,E 270,2001,2.7,484000,17900
Car,Mercedes S 320,Mercedes,S 320,1998,3.2,555550,5000
Car,Nissan Teana,Nissan,Teana,2008,2.5,194156,15900
Car,Toyota Auris,Toyota,Auris,2008,1.4,304000,12900
Car,Chevrolet Cruze,Chevrolet,Cruze,2012,1.4,151000,12900
Car,Honda CR-V,Honda,CR-V,2022,2,7500,45050
Car,Hyundai Galloper,Hyundai,Galloper,1996,2.5,315000,8500
Car,Kia Rio,Kia,Rio,2005,1.5,450000,9800
Car,Land Rover Range Rover,Land Rover,Range Rover,2021,3,34000,166600
Car,Mercedes C 240,Mercedes,C 240,2003,2.6,234568,12600
Car,Mercedes E 220 d,Mercedes,E 220 d,2015,2.2,120000,43000
Car,Mercedes E 220 d,Mercedes,E 220 d,2014,2.2,205000,35900
Car,Mercedes S 500,Mercedes,S 500,2013,4.7,120000,71400
Car,Volvo S90,Volvo,S90,2020,2,51000,62730
Car,Baic BJ40 Plus,Baic,BJ40 Plus,2023,2,0,66300
Car,Baic X55 II,Baic,X55 II,2023,1.5,0,45900
Car,Baic X7,Baic,X7,2022,1.5,0,49900
Car,BMW 528,BMW,528,2015,2,265542,35800
Car,BMW 530e,BMW,530e,2022,2,8000,100130
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2021,1.6,20000,54230
Car,Kia Ceed,Kia,Ceed,2007,1.6,350000,8500
Car,Kia Ceed,Kia,Ceed,2007,1.6,271000,13700
Car,Kia K5,Kia,K5,2015,2,126000,28800
Car,Lexus IS 200t,Lexus,IS 200t,2016,2,145000,33150
Car,Opel Vectra,Opel,Vectra,1999,1.8,198900,7800
Car,Toyota bZ3,Toyota,bZ3,2023,0,0,40630
Car,Baic X3,Baic,X3,2023,1.5,0,31500
Car,BMW 520,BMW,520,2017,2,118000,56100
Car,Hyundai Avante,Hyundai,Avante,2014,1.6,141600,21900
Car,Hyundai Tucson,Hyundai,Tucson,2016,1.7,171000,32800
Car,Kia Forte,Kia,Forte,2018,2,135185,28500
Car,Kia Sorento,Kia,Sorento,2019,2,131000,51900
Car,Kia Sorento,Kia,Sorento,2023,1.6,0,88230
Car,Kia Sorento,Kia,Sorento,2019,2,180000,41900
Car,Kia Sorento,Kia,Sorento,2015,2,175000,34900
Car,Land Rover Discovery,Land Rover,Discovery,2007,4.4,185000,25000
Car,Land Rover Range Rover,Land Rover,Range Rover,2014,3,109000,78030
Car,Lexus LX 570,Lexus,LX 570,2017,5.7,99000,152830
Car,Mercedes C 230,Mercedes,C 230,1999,2.3,230000,11840
Car,Nissan Teana,Nissan,Teana,2007,2.4,260000,10700
Car,Opel Astra,Opel,Astra,2011,1.3,287111,14600
Car,Hyundai Elantra,Hyundai,Elantra,2015,1.8,68000,23600
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2015,2.4,131000,34800
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2011,2,248000,25500
Car,Kia K3,Kia,K3,2019,1.6,117000,27900
Car,LADA (VAZ) Priora,LADA (VAZ),Priora,2013,1.6,267768,8500
Car,XPeng G9,XPeng,G9,2023,0,0,100130
Car,Ford Transit,Ford,Transit,2005,2.4,350000,23900
Car,Mitsubishi Pajero io,Mitsubishi,Pajero io,1999,2,217000,8500
Car,Nissan Wingroad,Nissan,Wingroad,2015,1.5,87000,14900
Car,Ford Fusion (North America),Ford,Fusion (North America),2015,1.5,81000,19800
Car,Honda CR-V,Honda,CR-V,2023,2,5800,65450
Car,Hyundai Getz,Hyundai,Getz,2008,1.5,270000,8700
Car,Kia Sorento,Kia,Sorento,2019,2,190000,51000
Car,Land Rover Discovery,Land Rover,Discovery,2019,3,78800,79050
Car,Mercedes 190,Mercedes,190,1992,2,250000,3700
Car,Mercedes C 220 d,Mercedes,C 220 d,1999,2.2,185001,8900
Car,Mercedes C 240,Mercedes,C 240,1997,2.4,350000,9900
Car,Mercedes CLE 300,Mercedes,CLE 300,2024,2,0,163030
Car,Mercedes E 220 d,Mercedes,E 220 d,1999,2.2,555000,9300
Car,Mercedes S 500,Mercedes,S 500,2002,5,370000,11500
Car,Nissan Altima,Nissan,Altima,2023,2.5,0,55930
Car,Nissan X-Trail,Nissan,X-Trail,2023,2.5,0,53300
Car,Nissan X-Trail,Nissan,X-Trail,2023,2.5,0,49900
Car,Seres Aito M9,Seres,Aito M9,2024,1.5,0,131580
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2008,2.7,195000,28500
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2024,2.4,0,140200
Car,Ford Transit,Ford,Transit,1991,2.5,535356,4700
Car,Ford Transit,Ford,Transit,2011,2.4,186000,33500
Car,Ford Transit,Ford,Transit,2007,2.4,188000,23200
Car,Kia Forte,Kia,Forte,2016,2,98000,22300
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1988,1.6,23566,2200
Car,Nissan Kicks,Nissan,Kicks,2023,1.6,0,34900
Car,Nissan Xterra,Nissan,Xterra,2023,2.5,0,64430
Car,BMW 330,BMW,330,2016,2,63000,35360
Car,Chevrolet Cruze,Chevrolet,Cruze,2018,1.4,100123,17400
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.6,99000,7500
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2012,1.5,59844,10200
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2013,1.7,168000,11000
Car,Renault 12 Toros,Renault,12 Toros,1997,1.2,300000,900
Truck,GAZ 330200,GAZ,330200,2004,2.3,238043,9900
Car,Kia Rio,Kia,Rio,2007,1.4,340400,10500
Car,Mercedes E 200,Mercedes,E 200,1989,2,368000,5500
Car,Mercedes S 500,Mercedes,S 500,2008,5.5,232500,27500
Car,Moskvich 412,Moskvich,412,1967,1.5,123000,7500
Car,Toyota RAV4,Toyota,RAV4,2019,2,115000,44200
Car,Avatr 12,Avatr,12,2024,0,0,98598.3
Car,Daewoo Gentra,Daewoo,Gentra,2014,1.5,263445,11000
Car,Hyundai Elantra,Hyundai,Elantra,2013,1.8,196340,17500
Car,Kia Sorento,Kia,Sorento,2017,2.2,117300,40000
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1991,1.5,354000,2600
Car,Mercedes E 220 d,Mercedes,E 220 d,1999,2.2,571000,13700
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2004,1.6,62000,5200
Car,Land Rover Range Rover,Land Rover,Range Rover,2019,3,43000,183600
Car,Mercedes E 220 d,Mercedes,E 220 d,2014,2.2,249000,29400
Car,Mercedes GLE 400 4MATIC Coupe,Mercedes,GLE 400 4MATIC Coupe,2023,2,0,223550
Car,Mitsubishi L200,Mitsubishi,L200,2024,2.4,0,60418
Car,Mitsubishi L200,Mitsubishi,L200,2021,2.4,0,41650
Car,Volkswagen ID.4,Volkswagen,ID.4,2022,0,23600,40630
Car,BMW 525,BMW,525,1995,2.5,456896,6000
Car,Changan CS 35 Plus,Changan,CS 35 Plus,2023,1.4,0,35900
Car,Changan F70 (Hunter),Changan,F70 (Hunter),2023,1.9,0,43900
Car,Changan Uni-K,Changan,Uni-K,2023,2,0,55900
Car,Changan Uni-K iDD,Changan,Uni-K iDD,2024,1.5,0,55900
Car,Hyundai Elantra,Hyundai,Elantra,2018,2,60156,24900
Car,Hyundai Sonata,Hyundai,Sonata,2005,2.4,216000,12000
Car,Kia Sorento,Kia,Sorento,2016,2,198000,37400
Car,Land Rover Range Rover,Land Rover,Range Rover,2014,3,180000,83640
Car,Land Rover Range Rover,Land Rover,Range Rover,2012,5,175000,50150
Car,Mercedes GLS 580 4MATIC,Mercedes,GLS 580 4MATIC,2022,4,0,300050
Car,Toyota Yaris,Toyota,Yaris,2008,1.3,199000,12000
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1988,1.5,75000,3000
Car,Nissan Note,Nissan,Note,2018,1.2,78000,18900
Car,Nissan Note,Nissan,Note,2018,1.2,41000,16500
Car,Nissan Note,Nissan,Note,2016,1.2,52000,15400
Car,Nissan Note,Nissan,Note,2015,1.2,56700,15300
Car,Nissan Note,Nissan,Note,2016,1.2,51000,15200
Car,Nissan Note,Nissan,Note,2015,1.2,37800,15200
Car,Nissan Note,Nissan,Note,2016,1.2,53000,15100
Car,Nissan Note,Nissan,Note,2016,1.2,41000,15100
Car,Nissan Note,Nissan,Note,2016,1.2,39000,15100
Car,Nissan Note,Nissan,Note,2015,1.2,54000,15100
Car,Chevrolet Tahoe,Chevrolet,Tahoe,2022,5.3,31000,133450
Car,Ford Transit,Ford,Transit,2009,2.2,233000,17900
Car,Land Rover Range Rover,Land Rover,Range Rover,2020,3,44000,210800
Car,Lexus UX 250h,Lexus,UX 250h,2021,2,59000,48960
Car,Mercedes E 500,Mercedes,E 500,2002,5,212000,17600
Car,Mercedes G 55 AMG,Mercedes,G 55 AMG,2013,5.5,62000,133450
Car,Nissan Note,Nissan,Note,2018,1.2,41000,18700
Car,Nissan Note,Nissan,Note,2018,1.2,62000,18100
Car,Nissan Note,Nissan,Note,2018,1.2,63000,16700
Car,Nissan Note,Nissan,Note,2016,1.2,24271,15800
Car,Nissan Xterra,Nissan,Xterra,2020,2.5,0,63750
Car,Opel Astra,Opel,Astra,2008,1.6,224960,12500
Car,Porsche 718 Boxster,Porsche,718 Boxster,2024,2,0,181300
Car,Porsche 718 Cayman,Porsche,718 Cayman,2024,2,0,172050
Car,Porsche Cayenne,Porsche,Cayenne,2024,3,0,220150
Car,Porsche Cayenne E-hybrid Coupe,Porsche,Cayenne E-hybrid Coupe,2024,3,0,257150
Car,Rolls-Royce Ghost,Rolls-Royce,Ghost,2013,6.6,35000,348500
Car,BMW 528,BMW,528,2013,2,164711,37400
Car,Chevrolet Cruze,Chevrolet,Cruze,2011,1.4,301200,10800
Car,Ford Escape,Ford,Escape,2013,1.6,198000,18300
Car,Ford Transit,Ford,Transit,2000,2.5,360000,15500
Car,Honda Insight,Honda,Insight,2022,1.5,76000,35530
Car,Hyundai Tucson,Hyundai,Tucson,2014,2,254000,27499
Car,Jeep Wrangler,Jeep,Wrangler,2016,3.6,5000,67830
Car,Kia Forte,Kia,Forte,2015,1.8,143000,18700
Car,Kia Sorento,Kia,Sorento,2015,2,183000,36100
Car,Kia Soul,Kia,Soul,2020,2,112000,26399
Car,Opel Vectra,Opel,Vectra,2006,2.2,340000,9000
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2008,2.7,265000,29400
Car,Toyota RAV4,Toyota,RAV4,2000,2,212120,12700
Car,Volkswagen Tiguan,Volkswagen,Tiguan,2012,2,68000,22000
Car,BMW X7,BMW,X7,2019,4.4,20000,211650
Car,Changan Uni-V,Changan,Uni-V,2023,1.5,7300,48460
Car,Chevrolet Cruze,Chevrolet,Cruze,2015,1.4,115300,16800
Car,Honda Insight,Honda,Insight,2023,1.5,12000,36890
Car,Hyundai Sonata,Hyundai,Sonata,2022,2,8000,46750
Car,LADA (VAZ) 2106,LADA (VAZ),2106,2006,1.6,95000,7800
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.6,39000,9100
Car,Lexus ES 250,Lexus,ES 250,2022,2.5,49000,75650
Car,Mercedes-Maybach GLS 600 4MATIC,Mercedes-Maybach,GLS 600 4MATIC,2023,4,0,501500
Car,Mercedes-Maybach GLS 600 4MATIC,Mercedes-Maybach,GLS 600 4MATIC,2022,4,0,450500
Car,Toyota Avalon,Toyota,Avalon,2022,2.5,0,123250
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2021,2.8,19000,85000
Car,BMW X5,BMW,X5,2008,4.8,173000,25800
Car,Chevrolet Cruze,Chevrolet,Cruze,2017,1.4,125000,15700
Car,Ford Fusion (North America),Ford,Fusion (North America),2017,1.5,79000,21600
Car,Honda CR-V,Honda,CR-V,2022,2,7900,56610
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2024,1.7,0,20500
Car,Land Rover Defender,Land Rover,Defender,2022,3,0,158100
Car,Land Rover Range Rover,Land Rover,Range Rover,2019,3,89000,125630
Car,Land Rover RR Evoque,Land Rover,RR Evoque,2017,2,0,133450
Car,Lexus ES 350,Lexus,ES 350,2007,3.5,201000,19900
Car,Mercedes E 200 d,Mercedes,E 200 d,2016,2,128000,52700
Car,Bentley Bentayga,Bentley,Bentayga,2020,4,22000,391000
Car,BMW X5,BMW,X5,2007,4.8,196000,24700
Car,Hyundai Elantra,Hyundai,Elantra,2017,2,100000,24999
Car,Hyundai Elantra,Hyundai,Elantra,2015,1.8,91100,20600
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2012,2,147000,31000
Car,Kia K7,Kia,K7,2016,2.2,126000,37300
Car,LADA (VAZ) Granta,LADA (VAZ),Granta,2024,1.6,0,18400
Car,LADA (VAZ) Niva,LADA (VAZ),Niva,2017,1.7,107000,12400
Car,Land Rover Range Rover,Land Rover,Range Rover,2015,3,201300,67500
Car,Mercedes C 220,Mercedes,C 220,1998,2.2,365876,6300
Car,Nissan Sunny,Nissan,Sunny,2015,1.2,65700,17400
Car,BMW M5,BMW,M5,2012,4.4,60000,84150
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2017,2,93500,32900
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.6,85000,6700
Car,Mercedes Viano,Mercedes,Viano,2012,2.2,285000,40000
Car,Changan Uni-K iDD,Changan,Uni-K iDD,2023,1.5,6700,48450
Car,Daewoo Gentra,Daewoo,Gentra,2014,1.5,334000,10900
Car,Ford Transit,Ford,Transit,2010,2.4,228000,29800
Car,Hyundai Accent,Hyundai,Accent,2021,1.6,75000,23999
Car,Hyundai Sonata,Hyundai,Sonata,2005,2.4,216000,10900
Car,Kia Ceed,Kia,Ceed,2011,1.6,276000,16500
Car,LADA (VAZ) 21099,LADA (VAZ),21099,1999,1.5,249000,3800
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2012,1.6,168000,8850
Car,Land Rover Range Rover,Land Rover,Range Rover,2020,3,62000,136000
Car,Mercedes C 220 d,Mercedes,C 220 d,1999,2.2,467000,14500
Car,Mercedes S 350,Mercedes,S 350,1995,3.5,580371,9000
Car,Mercedes Vito 111,Mercedes,Vito 111,2007,2.2,228681,22800
Car,Opel Omega,Opel,Omega,1998,2,185250,2200
Car,BMW X6,BMW,X6,2009,4.4,110000,30000
Car,Ford Transit,Ford,Transit,2010,2.4,182000,36600
Car,Hyundai Elantra,Hyundai,Elantra,2015,2,105212,21900
Car,Kia Rio,Kia,Rio,2008,1.5,245000,11900
Car,LADA (VAZ) 2106,LADA (VAZ),2106,2005,1.6,99000,4700
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2012,1.6,247000,8600
Car,LADA (VAZ) Granta,LADA (VAZ),Granta,2023,1.6,2500,28500
Car,Land Rover RR Sport,Land Rover,RR Sport,2019,3,110000,107100
Car,Lexus ES 300h,Lexus,ES 300h,2017,2.5,144981,41310
Car,Peugeot 308,Peugeot,308,2012,1.6,111100,10300
Car,BMW X5,BMW,X5,2016,2,63000,62050
Car,Denza D9,Denza,D9,2023,1.5,0,101800
Car,Ford Fusion (North America),Ford,Fusion (North America),2017,1.5,95000,23800
Car,Ford Transit,Ford,Transit,2010,2.4,185000,32800
Car,Ford Transit,Ford,Transit,2007,2.4,192000,29000
Car,Ford Transit,Ford,Transit,2011,2.2,177000,22600
Car,Hyundai Sonata,Hyundai,Sonata,2023,2,0,61800
Car,Infiniti G25,Infiniti,G25,2012,2.5,275000,19000
Car,Kia Sorento,Kia,Sorento,2015,2,144000,35900
Car,Land Rover Range Rover,Land Rover,Range Rover,2022,4.4,14000,357000
Car,Lynk & Co 06,Lynk & Co,6,2024,1.5,0,42900
Truck,MAN TGA 18.440,MAN,TGA 18.440,2007,11,1200000,48000
Car,Mercedes GLE 250 4MATIC,Mercedes,GLE 250 4MATIC,2016,2.2,192000,50660
Car,Toyota Aqua,Toyota,Aqua,2015,1.5,50000,17800
Car,Toyota Highlander,Toyota,Highlander,2023,2.4,2780,95030
Car,BMW 530,BMW,530,2003,3,424065,13500
Car,BMW X5,BMW,X5,2014,3,164758,48450
Car,Hyundai Grandeur,Hyundai,Grandeur,2017,2.2,158000,42200
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2003,2,360000,9200
Truck,KamAz 55111,KamAz,55111,1989,11,1000000,25000
Car,Kia K7,Kia,K7,2016,2.2,205000,34800
Car,Kia Sorento,Kia,Sorento,2015,2,160934,30000
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2011,1.6,155000,6800
Car,Mercedes C 180,Mercedes,C 180,1996,1.8,289000,8700
Car,Mercedes C 200,Mercedes,C 200,1995,2,430313,7800
Car,Mercedes E 220 d,Mercedes,E 220 d,2005,2.2,333666,17000
Car,Mercedes E 250,Mercedes,E 250,1990,2.5,300000,4000
Car,Volkswagen Polo,Volkswagen,Polo,2021,1.6,39500,28500
Car,Volvo S80,Volvo,S80,2016,2,185000,31450
Car,BMW 535,BMW,535,2010,3,245000,28500
Car,Honda Civic,Honda,Civic,2012,1.5,262455,16800
Car,Hyundai Elantra,Hyundai,Elantra,2024,1.6,0,37900
Car,Hyundai Sonata,Hyundai,Sonata,2013,2.4,118000,22700
Car,Kia Sorento,Kia,Sorento,2021,1.6,19300,73333
Car,Kia Sorento,Kia,Sorento,2015,2.2,193000,39900
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2010,1.6,85321,8300
Car,Mitsubishi Airtrek,Mitsubishi,Airtrek,2001,2,350000,8000
Car,Opel Astra,Opel,Astra,2008,1.3,233075,12600
Car,Renault Megane,Renault,Megane,2007,1.5,330000,9000
Car,Kia Sorento,Kia,Sorento,2006,2.5,385000,15500
Car,Mercedes C 180,Mercedes,C 180,1996,1.8,259000,11000
Car,Mercedes C 300,Mercedes,C 300,2016,2,158000,36040
Car,Nissan Note,Nissan,Note,2018,1.2,25863,18800
Car,Nissan Note,Nissan,Note,2017,1.2,35605,18400
Car,Nissan Tiida,Nissan,Tiida,2012,1.5,78356,15200
Car,Kia Soul,Kia,Soul,2014,1.6,215000,16000
Car,LADA (VAZ) 2107,LADA (VAZ),2107,2000,1.6,90000,3700
Car,Nissan Wingroad,Nissan,Wingroad,2016,1.5,32426,16900
Car,BMW 428,BMW,428,2015,2,247000,37000
Car,Chevrolet Volt,Chevrolet,Volt,2012,1.4,257000,18700
Car,Ford Mustang,Ford,Mustang,2015,2.3,93000,34510
Car,Hyundai Accent,Hyundai,Accent,2016,1.4,118000,20500
Car,Jaguar XE,Jaguar,XE,2016,2,160000,30000
Car,Kia Cerato,Kia,Cerato,2014,1.6,210000,22800
Car,Kia Sportage,Kia,Sportage,2018,2,184000,35500
Car,LADA (VAZ) 2106,LADA (VAZ),2106,1997,1.5,92200,4900
Car,Skoda Rapid,Skoda,Rapid,2019,1.6,25000,22900
Car,Geely Monjaro,Geely,Monjaro,2024,1.5,0,54060
Car,Hyundai Santa Fe,Hyundai,Santa Fe,2016,2,154000,31500
Car,Hyundai Sonata,Hyundai,Sonata,2021,2,39851,45050
Car,Jeep Wrangler,Jeep,Wrangler,2006,4,1000,73100
Car,Kia Sorento,Kia,Sorento,2023,1.6,0,72250
Car,LADA (VAZ) 2115,LADA (VAZ),2115,2012,1.6,217500,8500
Car,Land Rover RR Sport,Land Rover,RR Sport,2011,3,228000,39950
Truck,MAN TGA 18.400,MAN,TGA 18.400,2011,12,1690000,85000
Car,Mercedes E 200,Mercedes,E 200,2007,1.8,244000,22500
Car,MG GT,MG,GT,2023,1.5,0,39499.5
Car,Toyota Land Cruiser Prado,Toyota,Land Cruiser Prado,2014,2.7,140000,58310
Car,Toyota Prius,Toyota,Prius,2008,1.5,235000,14900
Car,Volkswagen Jetta,Volkswagen,Jetta,2011,2.5,250000,13700
Car,BMW 525,BMW,525,1998,2.5,590000,8000
Car,BMW 528,BMW,528,2014,2,187500,30260
Bike,Haojue HJ125-7D,Haojue,HJ125-7D,2017,0.1,93397,2300
Car,Land Rover Range Rover,Land Rover,Range Rover,2015,3,141000,82450
Car,Lexus GS 300,Lexus,GS 300,2008,3,194000,15900
Car,Mercedes E 270,Mercedes,E 270,1999,2.7,436000,17900
Car,Mercedes S 450,Mercedes,S 450,2017,3,131000,105400
Car,Mini Cooper,Mini,Cooper,2009,1.6,153229,12700
Car,Tesla Model Y,Tesla,Model Y,2023,0,2000,71060
Car,Toyota Corolla,Toyota,Corolla,2006,1.4,262111,10700
Car,Toyota Prius,Toyota,Prius,2008,1.5,210000,16500
Car,Toyota Prius,Toyota,Prius,2011,1.8,248000,16400
Car,Ford Transit,Ford,Transit,2008,2.4,197000,36900
Truck,GAZ Next,GAZ,Next,2018,2.7,148471,25000
Car,Honda Accord,Honda,Accord,2007,2.4,364000,12500
Car,Hyundai Grandeur,Hyundai,Grandeur,2014,2.2,132911,35800
Car,Infiniti FX35,Infiniti,FX35,2011,3.5,174513,32540
Truck,Isuzu NPR75L-K,Isuzu,NPR75L-K,2024,5.2,0,82500
Truck,KamAz 53212,KamAz,53212,1991,11,250000,24500
Car,Kia K7,Kia,K7,2017,2.2,115000,42000
Car,Kia Rio,Kia,Rio,2005,1.4,240000,11500
Car,Land Rover Range Rover,Land Rover,Range Rover,2016,5,153000,112200
Car,Li Auto L7,Li Auto,L7,2024,1.5,0,97750
